"lon","lat","chl_gs_mean","Appendicularians","Thaliaceans","Copepods","Tunicates"
-178.5,51.5,1.03354219288102,NA,NA,17.4544525146,NA
-178.5,52.5,1.01694326394593,NA,13.157886712627,19.71890604495,13.157886712627
-178.5,53.5,0.769649165929117,NA,0.0015,29.1284479565111,0.0015
-178.5,54.5,0.603763416479495,NA,NA,19.8505586624,NA
-178.5,55.5,0.580803106542398,NA,NA,16.0938558036545,NA
-178.5,56.5,0.740062256784545,NA,NA,25.51406412124,NA
-178.5,57.5,1.09476837669655,NA,NA,15.7890054839,NA
-178.5,58.5,1.1230857747498,NA,NA,36.0053178242286,NA
-178.5,59.5,1.30242300374024,NA,NA,19.0711176395556,NA
-178.5,60.5,1.69322064355367,NA,NA,16.31323482992,NA
-178.5,61.5,2.37312073366487,NA,NA,5.0552058406125,NA
-178.5,62.5,1.65265179532409,NA,NA,4.52797770502857,NA
-178.5,63.5,3.06710612375333,NA,NA,3.50720897744286,NA
-177.5,-60.5,0.34183491216484,NA,NA,NA,NA
-177.5,-59.5,0.368362592372509,NA,NA,NA,NA
-177.5,-58.5,0.330310285079663,NA,NA,NA,NA
-177.5,-57.5,0.250200938502276,NA,NA,NA,NA
-177.5,-56.5,0.264592908254382,NA,NA,NA,NA
-177.5,-55.5,0.273739201717777,NA,NA,NA,NA
-177.5,-54.5,0.345855743895133,NA,NA,NA,NA
-177.5,-53.5,0.374995731064753,NA,NA,NA,NA
-177.5,-52.5,0.408572827510586,NA,NA,NA,NA
-177.5,-51.5,0.332447789976801,NA,NA,NA,NA
-177.5,-50.5,0.393071262089114,NA,NA,NA,NA
-177.5,-49.5,0.397670638333774,NA,NA,NA,NA
-177.5,-48.5,0.378265632572767,NA,NA,NA,NA
-177.5,-47.5,0.431026987858046,NA,NA,NA,NA
-177.5,-46.5,0.50074401002267,NA,NA,NA,NA
-177.5,-45.5,0.464365594043724,NA,NA,NA,NA
-177.5,-44.5,0.643812783176764,NA,NA,NA,NA
-177.5,-43.5,0.685389806497266,0.0009878547,2.532299175,0.772043705,2.5332870297
-177.5,-42.5,0.63858521388889,NA,NA,NA,NA
-177.5,-41.5,0.437497971663574,NA,NA,NA,NA
-177.5,-40.5,0.353187707091897,NA,NA,NA,NA
-177.5,-39.5,0.305257864978647,NA,NA,NA,NA
-177.5,-38.5,0.283147550738146,NA,NA,NA,NA
-177.5,-37.5,0.246124418580491,NA,NA,NA,NA
-177.5,-36.5,0.214069954186825,NA,NA,NA,NA
-177.5,-35.5,0.192194729062635,NA,NA,NA,NA
-177.5,-34.5,0.147900324359715,NA,NA,NA,NA
-177.5,-33.5,0.132698381790613,NA,NA,NA,NA
-177.5,-32.5,0.130146539285292,NA,NA,0.8441118598,NA
-177.5,-31.5,0.118741829041535,NA,NA,NA,NA
-177.5,-30.5,0.106215154623983,NA,NA,NA,NA
-177.5,-29.5,0.11064677362625,NA,NA,NA,NA
-177.5,-28.5,0.095382467945965,NA,NA,NA,NA
-177.5,-27.5,0.0805244301539316,NA,NA,NA,NA
-177.5,-26.5,0.0727282763736604,NA,NA,NA,NA
-177.5,-25.5,0.0709262820792741,NA,NA,NA,NA
-177.5,-24.5,0.0703063034897922,NA,NA,NA,NA
-177.5,-23.5,0.0712251198364238,NA,NA,NA,NA
-177.5,-22.5,0.0749899445155556,NA,NA,NA,NA
-177.5,-21.5,0.0797212746998784,NA,NA,NA,NA
-177.5,-20.5,0.0841013252365782,NA,NA,NA,NA
-177.5,-19.5,0.0829910865414075,NA,NA,NA,NA
-177.5,-18.5,0.0768791323068724,NA,NA,NA,NA
-177.5,-17.5,0.0659176833068309,NA,NA,NA,NA
-177.5,-16.5,0.0557565726815349,NA,NA,NA,NA
-177.5,-15.5,0.0483408602125183,NA,NA,NA,NA
-177.5,-14.5,0.0466623675620188,NA,NA,NA,NA
-177.5,-13.5,0.0442584749663308,NA,NA,NA,NA
-177.5,-12.5,0.0471018074805743,NA,NA,NA,NA
-177.5,-11.5,0.044019263554678,NA,NA,NA,NA
-177.5,-10.5,0.0458385028788962,NA,NA,NA,NA
-177.5,-9.5,0.0528784831810085,NA,NA,NA,NA
-177.5,-8.5,0.0615480642681063,NA,NA,NA,NA
-177.5,-7.5,0.072376102081099,NA,NA,NA,NA
-177.5,-6.5,0.085942415520064,NA,NA,NA,NA
-177.5,-5.5,0.0989590764555951,NA,NA,NA,NA
-177.5,-4.5,0.109487825671432,NA,NA,NA,NA
-177.5,-3.5,0.121705183691348,NA,NA,NA,NA
-177.5,-2.5,0.140750909958288,NA,NA,NA,NA
-177.5,-1.5,0.158182775215211,NA,NA,NA,NA
-177.5,-0.5,0.17877432857242,NA,NA,NA,NA
-177.5,0.5,0.1835113625276,NA,NA,NA,NA
-177.5,1.5,0.165421607601254,NA,NA,NA,NA
-177.5,2.5,0.147343488824137,NA,NA,NA,NA
-177.5,3.5,0.131726296381388,NA,NA,NA,NA
-177.5,4.5,0.115430769217457,NA,NA,NA,NA
-177.5,5.5,0.101071938283376,NA,NA,NA,NA
-177.5,6.5,0.088034270837969,NA,NA,NA,NA
-177.5,7.5,0.0745033746103484,NA,NA,NA,NA
-177.5,8.5,0.0640558823275416,NA,NA,NA,NA
-177.5,9.5,0.0550108594578494,NA,NA,NA,NA
-177.5,10.5,0.0467676398799512,NA,NA,NA,NA
-177.5,11.5,0.0430671711392736,NA,NA,NA,NA
-177.5,12.5,0.0395098261984484,NA,NA,NA,NA
-177.5,13.5,0.0373583271262865,NA,NA,NA,NA
-177.5,14.5,0.0377112883890109,NA,NA,NA,NA
-177.5,15.5,0.0381377981393319,NA,NA,NA,NA
-177.5,16.5,0.0398063294133073,NA,NA,NA,NA
-177.5,17.5,0.0416592882234949,NA,NA,NA,NA
-177.5,18.5,0.0416460092879272,NA,NA,NA,NA
-177.5,19.5,0.0420823246593048,NA,NA,NA,NA
-177.5,20.5,0.0437074434107516,NA,NA,NA,NA
-177.5,21.5,0.0450181359907575,NA,NA,NA,NA
-177.5,22.5,0.046725753711887,NA,NA,NA,NA
-177.5,23.5,0.048715785228674,NA,NA,1.8425786495,NA
-177.5,24.5,0.0494203666983085,NA,NA,NA,NA
-177.5,25.5,0.0516418478946427,NA,NA,1.5924626589,NA
-177.5,26.5,0.054123982862977,NA,NA,0.2548590302,NA
-177.5,27.5,0.0604321796739736,NA,NA,NA,NA
-177.5,28.5,0.0778331004468326,NA,NA,NA,NA
-177.5,29.5,0.0855126603032071,NA,NA,NA,NA
-177.5,30.5,0.0988951413414455,NA,NA,1.3902727365,NA
-177.5,31.5,0.122006370414844,NA,NA,NA,NA
-177.5,32.5,0.136045411518741,NA,NA,2.6211402416,NA
-177.5,33.5,0.161434780626003,NA,NA,NA,NA
-177.5,34.5,0.179561067091861,NA,NA,2.2009034157,NA
-177.5,35.5,0.198312064627241,NA,NA,NA,NA
-177.5,36.5,0.213614471257776,NA,NA,1.9354823828,NA
-177.5,37.5,0.228079258347668,NA,NA,NA,NA
-177.5,38.5,0.241286304407798,NA,NA,NA,NA
-177.5,39.5,0.264238169881662,NA,NA,3.1541948318,NA
-177.5,40.5,0.27762141410206,NA,NA,NA,NA
-177.5,41.5,0.281615808852958,NA,NA,4.0363936424,NA
-177.5,42.5,0.292434688769566,NA,NA,NA,NA
-177.5,43.5,0.285238385825202,NA,NA,NA,NA
-177.5,44.5,0.306101045115367,NA,NA,NA,NA
-177.5,45.5,0.326682254642749,NA,NA,NA,NA
-177.5,46.5,0.33466624092022,NA,NA,NA,NA
-177.5,47.5,0.356137128757109,NA,NA,19.3308047453333,NA
-177.5,48.5,0.397195749468337,NA,NA,7.78430541356667,NA
-177.5,49.5,0.48359655591364,NA,NA,11.0175321102,NA
-177.5,50.5,0.663980392442067,NA,0.0617581149423665,1.9912177324,0.0617581149423665
-177.5,51.5,1.2525118901278,NA,NA,8.5901355743,NA
-177.5,52.5,0.995395726962141,NA,0.0015,17.6866849263333,0.0015
-177.5,53.5,0.680628170305456,NA,NA,25.59737080335,NA
-177.5,54.5,0.611898690965697,NA,NA,25.9843702316375,NA
-177.5,55.5,0.645101677815682,NA,NA,6.54283836910714,NA
-177.5,56.5,0.770496012764977,NA,NA,18.8942184448333,NA
-177.5,57.5,1.16777175256678,NA,NA,11.9012322426,NA
-177.5,58.5,1.14147201284092,NA,NA,25.55158653258,NA
-177.5,59.5,1.47321481462352,NA,NA,35.536085128775,NA
-177.5,60.5,2.11022575282094,NA,NA,24.89088630675,NA
-177.5,61.5,2.93655275562839,NA,NA,6.67311000823333,NA
-177.5,62.5,2.99678376138529,NA,NA,3.12508289814,NA
-177.5,63.5,2.56950778822794,NA,NA,7.2263076544,NA
-176.5,-62.5,0.446877552295104,NA,NA,NA,NA
-176.5,-61.5,0.420807604395568,NA,NA,NA,NA
-176.5,-60.5,0.374657892982308,NA,NA,NA,NA
-176.5,-59.5,0.384450570688534,NA,NA,NA,NA
-176.5,-58.5,0.337985372403556,NA,NA,NA,NA
-176.5,-57.5,0.268316234636502,NA,NA,NA,NA
-176.5,-56.5,0.25190069576477,NA,NA,NA,NA
-176.5,-55.5,0.286540300819664,NA,NA,NA,NA
-176.5,-54.5,0.32884820025583,NA,NA,NA,NA
-176.5,-53.5,0.355873560210573,NA,NA,NA,NA
-176.5,-52.5,0.406276064995414,NA,NA,NA,NA
-176.5,-51.5,0.363377929991372,NA,NA,NA,NA
-176.5,-50.5,0.420072616156268,NA,NA,NA,NA
-176.5,-49.5,0.429088443384859,NA,NA,NA,NA
-176.5,-48.5,0.387422627356508,NA,NA,NA,NA
-176.5,-47.5,0.552728427906221,NA,NA,NA,NA
-176.5,-46.5,0.623001491240275,NA,NA,NA,NA
-176.5,-45.5,0.599855927024824,NA,NA,NA,NA
-176.5,-44.5,0.725091580447217,NA,NA,NA,NA
-176.5,-43.5,0.919859204321926,NA,NA,NA,NA
-176.5,-42.5,0.595084434028523,0.0327825998011455,0.35142337065265,1.2352879047,0.384205970453795
-176.5,-41.5,0.412040633530221,NA,NA,NA,NA
-176.5,-40.5,0.328661020370728,NA,NA,NA,NA
-176.5,-39.5,0.274265003918682,NA,NA,NA,NA
-176.5,-38.5,0.252725419793932,NA,NA,NA,NA
-176.5,-37.5,0.201226762087513,NA,NA,NA,NA
-176.5,-36.5,0.178732827388495,NA,NA,NA,NA
-176.5,-35.5,0.160220321060734,NA,NA,NA,NA
-176.5,-34.5,0.133018789226283,NA,NA,NA,NA
-176.5,-33.5,0.125050141582484,NA,NA,NA,NA
-176.5,-32.5,0.121779243829475,NA,NA,NA,NA
-176.5,-31.5,0.111020718182854,NA,NA,1.4102625847,NA
-176.5,-30.5,0.0943246250320696,NA,NA,NA,NA
-176.5,-29.5,0.0985335378757056,NA,NA,NA,NA
-176.5,-28.5,0.0871148104719992,NA,NA,0.6861198545,NA
-176.5,-27.5,0.0760023018703097,NA,NA,NA,NA
-176.5,-26.5,0.0720515727760019,NA,NA,NA,NA
-176.5,-25.5,0.070326869883895,NA,NA,NA,NA
-176.5,-24.5,0.0690868745923156,NA,NA,NA,NA
-176.5,-23.5,0.0714073076159748,NA,NA,NA,NA
-176.5,-22.5,0.0766364648223154,NA,NA,NA,NA
-176.5,-21.5,0.0825203708287389,NA,NA,NA,NA
-176.5,-20.5,0.0869298319856535,NA,NA,NA,NA
-176.5,-19.5,0.0826873001357861,NA,NA,NA,NA
-176.5,-18.5,0.0754853272739012,NA,NA,NA,NA
-176.5,-17.5,0.0644046462492863,NA,NA,1.1926143169,NA
-176.5,-16.5,0.0537718141472344,NA,NA,NA,NA
-176.5,-15.5,0.0477234709881272,NA,NA,NA,NA
-176.5,-14.5,0.0461774311399326,NA,NA,NA,NA
-176.5,-13.5,0.0497911463870891,NA,NA,NA,NA
-176.5,-12.5,0.0450763293371169,NA,NA,NA,NA
-176.5,-11.5,0.0438570645780933,NA,NA,NA,NA
-176.5,-10.5,0.0468364188695471,NA,NA,NA,NA
-176.5,-9.5,0.0543586322836326,NA,NA,NA,NA
-176.5,-8.5,0.0618625897760007,NA,NA,NA,NA
-176.5,-7.5,0.0741575930222751,NA,NA,NA,NA
-176.5,-6.5,0.0879989581319496,NA,NA,NA,NA
-176.5,-5.5,0.100003398277667,NA,NA,NA,NA
-176.5,-4.5,0.1114784728512,NA,NA,NA,NA
-176.5,-3.5,0.125518930830296,NA,NA,NA,NA
-176.5,-2.5,0.14129525041706,NA,NA,NA,NA
-176.5,-1.5,0.159555113085108,NA,NA,NA,NA
-176.5,-0.5,0.179847091858156,NA,NA,NA,NA
-176.5,0.5,0.184805831957371,NA,NA,NA,NA
-176.5,1.5,0.167046808856932,NA,NA,NA,NA
-176.5,2.5,0.149685058704735,NA,NA,NA,NA
